isoform_id	
uc001aaa.3	4.8502
uc001aab.3	31.9596
uc001aac.3	11.5815
uc001aae.3	0
uc001aah.3	42.9931
uc001aai.1	277.4044
uc001aak.2	0
uc001aal.1	0
uc001aam.3	119.8229
uc001aaq.1	0
uc001aar.1	0
uc001aau.2	105.9308
uc001aav.3	70.5892
uc001aax.1	0
uc001aaz.2	89901.1359
uc001aba.1	17255.7279
uc001abb.2	0
uc001abc.2	53027.9825
uc001abe.3	0
uc001abi.1	0
uc001abj.2	0
uc001abl.2	0
uc001abm.2	6.8131
uc001abo.2	52.7548
uc001abp.1	0
uc001abq.1	10.7186
uc001abr.1	168.8685
uc001abs.2	99.7843
uc001abt.3	12.6775
uc001abu.1	0.8179
uc001abv.1	0.409
uc001abw.1	0
uc001abx.1	4.9933
uc001aby.3	98.4347
uc001abz.3	1740.8431
uc001aca.1	83.6266
uc001acb.1	4.8665
uc001acc.1	37.8158
uc001acd.2	0
uc001ace.2	28.9293
uc001acf.2	14.0107
uc001acg.2	37.7095
uc001ach.2	7.2753
uc001aci.2	31.2235
uc001acj.3	7200.0082
uc001ack.1	2040.6703
uc001acl.1	37.2146
uc001acm.2	51.2212
uc001acn.2	9.504
uc001acp.2	0
uc001acr.2	0
uc001acs.2	9.4795
uc001act.2	16.7302
uc001acu.2	0
uc001acv.2	1.2269
uc001acw.2	0
uc001acx.1	1.6358
uc001acy.2	4.3185
uc001acz.1	1.8157
uc001ada.2	173.5633
uc001adb.2	113.0998
uc001adc.2	851.8592
uc001add.2	0
uc001ade.2	62.0339
uc001adf.2	8.7148
uc001adg.2	38.2534
uc001adh.3	3667.931
uc001adi.3	89.8304
uc001adj.1	8.3549
uc001adk.2	367.2389
uc001adl.1	3.2716
uc001adm.2	13.3932
uc001adn.2	20.6357
uc001ado.2	12.4567
uc001adp.2	844.3917
uc001adq.2	52.7262
uc001adr.2	9.6635
uc001ads.2	64.2055
uc001adt.1	23.0117
uc001adu.1	27.6452
uc001adv.2	28.05
uc001adw.2	0
uc001adx.2	14.5342
uc001ady.2	103.9024
uc001aea.2	92.0305
uc001aeb.2	472.4908
uc001aec.1	37.4804
uc001aed.2	292.9323
uc001aee.1	1443.7558
uc001aef.1	32.1109
uc001aeg.1	17.9407
uc001aeh.1	0
uc001aei.1	0
uc001aej.1	0
uc001aek.1	40.4576
uc001ael.1	3.2225
uc001aem.1	83.9333
uc001aen.1	23.4657
uc001aeo.2	865.7513
uc001aer.3	1074.1246
uc001aeu.1	23.3389
uc001aew.2	111.8361
uc001aex.3	15.945
uc001aey.3	9.1442
uc001aez.2	561.9123
uc001afa.2	28.0623
uc001afb.1	645.8824
uc001afc.2	548.9894
uc001afd.2	203.6172
uc001aff.1	340.2235
uc001afg.1	36.3967
uc001afh.2	396.8511
uc001afi.2	168.5741
uc001afj.2	0
uc001afk.2	297.1363
uc001afm.2	468.2336
uc001afn.1	27.4529
uc001afo.3	1850.479
uc001afp.2	138.8924
uc001afq.2	245.6247
uc001afr.2	50.8491
uc001afs.2	2063.0236
uc001aft.2	20.4476
uc001afv.2	37.8649
uc001afw.2	17.3886
uc001afx.2	109.501
uc001afy.2	50.3583
uc001afz.1	6.4614
uc001aga.1	663.2465
uc001agb.1	168.7622
uc001agc.1	1.9303
uc001agd.2	3424.5555
uc001age.1	417.0778
uc001agf.1	1.2269
uc001agg.2	0
uc001agh.2	203.0242
uc001agi.2	39.4843
uc001agj.2	19.6624
uc001agk.2	0
uc001agl.1	148.6254
uc001agm.2	24.1404
uc001agn.2	45.8108
uc001ago.2	0
uc001agp.2	10.9517
uc001agq.2	0
uc001agr.2	8.6043
uc001ags.1	6.1915
uc001agt.1	505.2274
uc001agv.1	0
uc001agw.1	0
uc001agx.1	0
uc001agy.1	0
uc001agz.1	0
uc001aha.1	10.4324
uc001ahc.1	8.588
uc001ahe.3	1128.1349
uc001ahf.3	0
uc001ahg.3	1103.287
uc001ahh.3	80.0442
uc001ahi.1	0
uc001ahj.3	8.2486
uc001aht.1	64.5449
uc001ahu.1	0
uc001ahv.1	2.7482
uc001ahw.1	0.7402
uc001ahx.1	7.6474
uc001ahy.2	6.715
uc001ahz.2	15.8878
uc001aia.1	171.4736
uc001aib.1	9.9007
uc001aic.2	684.0458
uc001aid.3	0
uc001aie.2	61.4818
uc001aif.2	11619.9609
uc001aig.1	43.7579
uc001aih.1	2.8627
uc001aii.2	215.3623
uc001aij.2	263.1115
uc001aik.2	37.4273
uc001ail.2	9.6022
uc001aim.1	8.4326
uc001ain.1	14.9267
uc001aio.1	12.2686
uc001aip.2	128.002
uc001aiq.2	219.0347
uc001air.2	0
uc001ais.2	240.3165
uc001ait.2	3.3984
uc001aiu.1	7.7456
uc001aiv.1	139.6448
uc001aiw.1	0
uc001aix.1	22.6478
uc001aiy.2	356.5448
uc001aiz.1	162.3539
uc001aja.3	1555.2443
uc001ajb.1	155.8802
uc001ajc.3	3.2716
uc001ajd.1	10.5264
uc001aje.1	3637.1492
uc001ajf.1	116.2201
uc001ajg.2	24.0464
uc001ajh.2	793.4404
uc001aji.1	59.069
uc001ajj.1	9.7658
uc001ajk.1	36.9406
uc001ajl.1	13.0047
uc001ajm.1	687.0393
uc001ajn.2	0
uc001ajo.2	7.1444
uc001ajp.2	35.174
uc001ajq.2	1.9548
uc001ajr.2	828.2872
uc001ajs.2	0
uc001ajt.1	236.9059
uc001aju.1	1038.284
uc001ajv.1	25.5227
uc001ajw.1	419.8873
uc001ajx.1	343.675
uc001ajy.2	29.1051
uc001ajz.2	0
uc001aka.2	0
uc001akc.2	6.8254
uc001akd.2	0
uc001ake.2	0.9447
uc001akf.2	0
uc001akg.3	403.93
uc001aki.2	123.5198
uc001akj.2	38.8627
uc001akk.2	28.9497
uc001akl.2	27.4857
uc001akm.2	2171.3222
uc001akn.3	111.5335
uc001ako.2	404.7929
uc001akp.2	169.9277
uc001akq.2	0.2822
uc001akr.2	0
uc001aks.2	0
uc001akt.3	35.4439
uc001akv.2	0
uc001akw.3	125.1393
uc001akx.1	1508.6238
uc001aky.2	448.334
uc001akz.2	69.0147
uc001ala.1	0.4785
uc001alb.2	0
uc001alc.2	137.8741
uc001ald.2	0
uc001ale.2	4.0159
uc001alf.2	660.8745
uc001alg.2	0.9529
uc001alh.3	4.7684
uc001ali.1	0
uc001alj.2	0
uc001alm.1	0
uc001aln.2	4.0895
uc001alo.3	2.8627
uc001alp.1	0.409
uc001alq.1	401.1819
uc001alr.1	30.5937
uc001als.1	14.1906
uc001alt.1	0
uc001alu.2	15.7692
uc001alv.1	0
uc001alw.1	457.4905
uc001alx.1	0
uc001aly.1	0
uc001alz.1	1.2269
uc001ama.1	0
uc001amb.1	0
uc001amc.1	0
uc001amd.2	8472.2577
uc001ame.2	0
uc001amf.1	7.8887
uc001amg.2	110.1757
uc001amh.2	5.4759
uc001amk.2	2225.4716
uc001aml.2	224.5596
uc001amm.2	2.0448
uc001amo.1	91.7075
uc001amp.1	24.4349
uc001amq.2	603.3595
uc001amr.2	0
uc001ams.2	480.2609
uc001amt.2	312.0099
uc001amu.2	0
uc001amv.2	0
uc001amw.2	0
uc001amx.2	33.943
uc001amy.2	171.5553
uc001amz.2	75.8606
uc001ana.2	0.687
uc001anb.2	7.1403
uc001anc.2	0
uc001and.2	0
uc001ane.2	27.7024
uc001anf.2	0
uc001ang.2	0
uc001anh.2	3.198
uc001ani.1	5.0301
uc001anj.1	6.3674
uc001ank.1	0
uc001anl.1	0
uc001anm.1	57.4823
uc001ann.1	0
uc001ano.1	27.3057
uc001anp.1	0
uc001anq.1	0
uc001anr.1	2.9853
uc001ans.2	147.6317
uc001ant.2	1.3373
uc001anu.2	0.4335
uc001anv.2	1.689
uc001anw.2	1.0387
uc001anx.2	116.1464
uc001any.1	43.6761
uc001anz.1	221.3044
uc001aoa.2	365.1491
uc001aob.3	1090.6749
uc001aoc.2	222.294
uc001aod.2	64.3813
uc001aoe.1	26.815
uc001aof.2	1632.937
uc001aog.2	45.5041
uc001aoh.2	287.391
uc001aoi.2	5.48
uc001aoj.2	58.9668
uc001aok.3	64.5408
uc001aol.2	2426.7209
uc001aon.2	0
uc001aoo.2	89.4501
uc001aop.2	160.0106
uc001aoq.2	0
uc001aor.2	0.409
uc001aos.2	0
uc001aot.2	42.1221
uc001aou.3	5372.909
uc001aov.3	19.8464
uc001aow.3	31.2562
uc001aox.3	2777.1519
uc001aoy.1	72.3436
uc001aoz.2	3752.8049
uc001apa.1	255.3332
uc001apb.2	160.3092
uc001apc.2	64.6144
uc001apd.2	2668.3911
uc001ape.2	0
uc001apf.2	1144.6688
uc001apg.1	0
uc001aph.1	23.1303
uc001api.1	65.2319
uc001apj.1	17310.5724
uc001apk.1	0
uc001apl.1	0
uc001apm.2	0
uc001apo.2	121.8391
uc001app.3	0
uc001apq.1	45.4346
uc001apr.2	4.9606
uc001aps.2	7.2221
uc001apt.2	1517.6207
uc001apv.2	281.7679
uc001apw.2	566.1081
uc001apx.2	5.6067
uc001apy.2	318.8312
uc001apz.2	277.4207
uc001aqa.2	0
uc001aqb.3	202.8115
uc001aqc.3	1.6358
uc001aqd.2	2.4537
uc001aqe.3	11.5406
uc001aqf.2	2000.1022
uc001aqh.2	0
uc001aqi.2	1104.5424
uc001aqk.1	94.0303
uc001aql.1	781.1269
uc001aqm.2	0
uc001aqn.2	6.8254
uc001aqo.2	628.277
uc001aqp.2	406.9072
uc001aqq.2	1007.3223
uc001aqr.3	2109.9508
uc001aqs.3	54.9018
uc001aqt.1	0
uc001aqu.2	567.3554
uc001aqv.3	333.0137
uc001aqw.3	1520.3852
uc001aqx.3	0
uc001aqy.2	0
uc001aqz.2	0
uc001ara.2	546.4702
uc001arb.2	182.9815
uc001arc.2	3034.5176
uc001ard.2	166.1613
uc001are.2	27.96
uc001arf.2	6.0893
uc001arg.2	2.6786
uc001arh.2	616.0493
uc001ari.2	10.5428
uc001arj.2	620.0202
uc001ark.2	259.2265
uc001arl.2	3.6806
uc001arm.1	12.2686
uc001arn.2	596.1497
uc001aro.2	1361.5728
uc001arp.1	150.801
uc001arq.1	7.1403
uc001arr.1	0
uc001ars.1	2.8627
uc001art.2	4358.2419
uc001aru.2	23.3103
uc001arv.2	0
uc001arw.2	0.409
uc001arx.1	0
uc001ary.1	207.6494
uc001arz.1	1926.2619
uc001asa.2	1750.6293
uc001asb.2	17.9734
uc001asc.2	1235.5134
uc001asd.2	1143.7691
uc001ase.2	0
uc001asg.2	1615.7692
uc001ash.3	0.409
uc001asi.1	0
uc001asj.2	195.479
uc001ask.2	0
uc001asl.2	71.2967
uc001asm.2	322.7285
uc001asn.2	293.6602
uc001aso.2	1340.1356
uc001asp.2	777.8307
uc001asq.3	0
uc001asr.1	1.2269
uc001ass.1	8.179
uc001ast.2	0
uc001asu.2	73.9303
uc001asv.2	1173.3159
uc001asw.2	343.9818
uc001asx.2	0
uc001asy.1	8.179
uc001asz.2	68.8184
uc001ata.2	6.5514
uc001atb.1	201.5274
uc001atc.1	908.8589
uc001atd.1	12.8861
uc001ate.3	297.4348
uc001ati.2	0.8179
uc001atj.2	0
uc001atk.2	1299.0727
uc001atl.1	45.9703
uc001atm.2	3366.1981
uc001atn.3	3316.5718
uc001ato.1	344.3375
uc001atq.2	8.5226
uc001atr.2	14.3419
uc001ats.2	3.3493
uc001att.2	429.0806
uc001atu.2	424.5535
uc001atv.2	0
uc001atw.2	337.185
uc001atx.2	865.69
uc001aty.1	2.9404
uc001atz.1	0
uc001aub.2	1169.7866
uc001auc.2	2263.9417
uc001aud.3	16.5339
uc001aue.1	0
uc001auf.2	0
uc001aug.1	0
uc001auh.2	0
uc001aui.2	0
uc001auj.1	0
uc001auk.2	0
uc001aum.1	0
uc001aun.2	0
uc001auo.2	0
uc001aup.2	0
uc001auq.2	0
uc001aur.2	0
uc001aus.1	0
uc001aut.1	0
uc001auu.1	0
uc001auv.2	0
uc001auw.1	0
uc001aux.2	0
uc001auy.2	0
uc001auz.3	0
uc001ava.1	0
uc001avb.2	0
uc001avc.2	72.7485
uc001avd.2	95.3308
uc001ave.2	0
uc001avf.2	0
uc001avg.2	36.9325
uc001avh.2	0
uc001avi.2	68.708
uc001avj.2	65.784
uc001avk.2	1486.8962
uc001avl.1	5.1692
uc001avm.3	3.2307
uc001avo.2	55.4007
uc001avp.2	200.9999
uc001avq.2	0
uc001avr.2	656.9568
uc001avs.3	11.1399
uc001avv.3	14.7468
uc001avw.3	0.961
uc001avx.2	197.1435
uc001avy.2	19.736
uc001avz.2	0
uc001awa.1	14.1784
uc001awb.2	120.5631
uc001awc.1	14.8245
uc001awd.1	1.7462
uc001awe.1	3.5865
uc001awf.2	0
uc001awg.2	0.6093
uc001awh.2	1567.9218
uc001awi.1	0
uc001awj.1	0
uc001awk.2	0
uc001awl.2	0
uc001awm.1	63.318
uc001awn.2	121.1766
uc001awo.2	53.4827
uc001awp.2	40.9565
uc001awq.2	197.4952
uc001awr.1	2.3965
uc001aws.2	514.7397
uc001awt.2	680.0012
uc001awu.2	3.9587
uc001awv.1	49.8921
uc001aww.2	0.5603
uc001awx.1	170.2794
uc001awz.2	1175.3279
uc001axb.1	27.3998
uc001axc.2	381.5522
uc001axd.1	45.9253
uc001axe.1	260.8705
uc001axf.2	0
uc001axg.1	2.605
uc001axh.1	96.4431
uc001axi.1	233.348
uc001axj.2	230.6489
uc001axk.1	897.9154
uc001axl.3	453.7363
uc001axm.1	0
uc001axn.2	552.903
uc001axo.2	0
uc001axp.2	8.1586
uc001axq.2	0
uc001axr.2	0
uc001axs.2	4.11
uc001axt.2	1.3373
uc001axu.2	0
uc001axv.2	0
uc001axw.3	4.5435
uc001axx.3	0
uc001axy.3	22.8563
uc001axz.3	0.409
uc001aya.1	81.7904
uc001ayb.1	477.48
uc001ayc.1	404.2817
uc001ayd.2	132.9094
uc001aye.3	29.1542
uc001ayf.2	46.2566
uc001ayg.2	547.3617
uc001ayh.2	0.4662
uc001ayi.3	1648.9884
uc001ayk.3	1241.709
uc001ayl.1	0
uc001aym.3	1306.7855
uc001ayn.2	0
uc001ayo.2	1263.0481
uc001ayp.3	0
uc001ayq.2	66.0457
uc001ayr.3	3.9505
uc001ays.2	1.6563
uc001ayt.2	43.4675
uc001ayv.1	11.3566
uc001ayw.2	512.0079
uc001ayz.1	34.5973
uc001aza.3	70.7691
uc001azb.1	16.6321
uc001azc.1	112.1919
uc001aze.2	53.5318
uc001azf.2	92.5785
uc001azg.1	20.8852
uc001azi.1	2.6745
uc001azj.1	19.826
uc001azk.2	0
uc001azl.3	9.9989
uc001azm.3	70.7896
uc001azn.1	6.122
uc001azp.3	13.9085
uc001azs.1	47.8474
uc001azt.2	374.8249
uc001azu.2	56.4844
uc001azv.2	154.3098
uc001azw.2	309.1677
uc001azx.2	0
uc001azy.2	0
uc001azz.1	376.1908
uc001baa.2	857.2246
uc001bab.2	739.9413
uc001bac.2	21.5722
uc001bad.1	9.3568
uc001bae.2	1976.0559
uc001baf.2	213.8982
uc001bag.1	0.8097
uc001bah.1	0
uc001bai.2	0.409
uc001baj.2	0.409
uc001bak.1	0.8179
uc001bal.2	5419.2064
uc001bam.2	614.8797
uc001ban.2	8.6412
uc001bao.2	599.7812
uc001bap.2	82.9764
uc001baq.2	3.9096
uc001bar.2	29.2564
uc001bas.2	23.1344
uc001bat.2	7.7701
uc001bau.1	12.2686
uc001bav.1	0
uc001baw.1	0
uc001bax.2	14.6896
uc001bay.2	0
uc001baz.2	0
uc001bba.1	0
uc001bbb.2	3.6356
uc001bbc.2	323.391
uc001bbd.2	627.7413
uc001bbe.1	6.6659
uc001bbf.2	313.4862
uc001bbg.2	527.7893
uc001bbh.2	961.3684
uc001bbi.2	2119.6921
uc001bbj.1	7.7333
uc001bbk.1	84.7635
uc001bbl.1	0.2127
uc001bbm.1	3.0876
uc001bbn.2	16.6198
uc001bbo.2	1130.3105
uc001bbp.2	0
uc001bbq.2	179.2886
uc001bbr.2	53.9939
uc001bbs.2	1640.7153
uc001bbv.1	123.0945
uc001bbw.2	1604.7479
uc001bbx.2	36.7157
uc001bby.2	216.6505
uc001bbz.2	16.5421
uc001bca.2	44.6003
uc001bcb.2	0
uc001bcc.2	103.7593
uc001bcd.2	117.4019
uc001bce.2	4616.8018
uc001bcf.1	7.3611
uc001bch.1	199.2782
uc001bci.1	2546.3721
uc001bcj.1	0
uc001bck.1	1203.1612
uc001bcl.2	0
uc001bcm.2	144.1269
uc001bcn.2	591.1687
uc001bco.1	0
uc001bcp.1	32.2336
uc001bcq.1	0
uc001bcr.2	0
uc001bcs.3	379.9164
uc001bct.1	0
uc001bcu.2	0
uc001bcv.2	0
uc001bcw.2	0
uc001bcx.2	0
uc001bcy.2	6.5432
uc001bcz.2	338.9885
uc001bdb.2	580.7118
uc001bdd.2	0
uc001bde.3	0
uc001bdf.1	0.409
uc001bdg.2	7.582
uc001bdh.2	76.6621
uc001bdi.3	802.3637
uc001bdj.2	11.4507
uc001bdk.2	38.0448
uc001bdl.2	0
uc001bdm.2	1227.6411
uc001bdn.2	577.4729
uc001bdo.1	8142.258
uc001bdp.3	29.6572
uc001bdq.3	1.5826
uc001bdr.3	0
uc001bds.3	3.93
uc001bdt.1	0
uc001bdu.1	0.409
uc001bdv.1	150.1099
uc001bdw.1	1949.6253
uc001bdy.1	347.0162
uc001bdz.2	89.6259
uc001bea.2	11.8187
uc001beb.2	28.9047
uc001bec.2	233.5116
uc001bed.2	0
uc001bee.2	0
uc001bef.2	103.1622
uc001beg.2	0
uc001beh.2	7.1526
uc001bei.2	439.7174
uc001bej.2	156.6859
uc001bek.2	854.1616
uc001bem.2	932.4514
uc001ben.1	0
uc001beo.1	2.4537
uc001bep.1	311.2124
uc001beq.1	0
uc001ber.2	97.8949
uc001bes.2	399.9264
uc001bet.2	48.5753
uc001beu.3	236.4928
uc001bev.2	46.0398
uc001bew.2	775.0785
uc001bex.2	0
uc001bey.2	111.3249
uc001bez.1	3.6479
uc001bfa.2	67.8329
uc001bfb.2	1237.3619
uc001bfc.2	0
uc001bfd.1	2.8136
uc001bfe.1	43.7619
uc001bff.2	183.8444
uc001bfg.1	36.8752
uc001bfh.1	10.7473
uc001bfi.2	1203.4066
uc001bfj.2	2346.276
uc001bfk.2	0
uc001bfl.2	0
uc001bfm.3	0
uc001bfn.3	407.3162
uc001bfp.2	12.518
uc001bfq.2	143.2436
uc001bfr.2	5650.342
uc001bfs.3	0.2576
uc001bft.2	10.6859
uc001bfu.2	933.0443
uc001bfv.1	8.0523
uc001bfw.2	0.8179
uc001bfx.1	2.8627
uc001bfy.2	2625.6597
uc001bfz.2	270.1291
uc001bga.3	182.229
uc001bgb.2	52.7671
uc001bgc.3	2372.0727
uc001bgd.2	3350.1344
uc001bge.2	37.2473
uc001bgf.2	132.6886
uc001bgg.1	2.4537
uc001bgh.1	0
uc001bgi.2	2188.9154
uc001bgj.2	633.6711
uc001bgk.2	0
uc001bgl.2	0
uc001bgm.1	1.0019
uc001bgn.2	0.409
uc001bgo.2	0
uc001bgp.3	97.2324
uc001bgr.3	993.1725
uc001bgs.3	2454.2925
uc001bgt.2	641.7151
